[0.0, 1.0, 0.0, 0.0, 0.14523421227931976, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.8380900621414185, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.06398987025022507, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.016802314668893814, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.21323928236961365, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.2052088975906372, 0.0]
[0.0, 1.0, 0.0, 0.0, 0.001591607928276062, 0.0]
[1.0, 0.0, 0.0, 0.8333333134651184, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.6666666865348816, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.1666666716337204, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.1666666716337204, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.1666666716337204, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.1666666716337204, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.8666666746139526, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
